node	descendants	informative_sites
245618	England/MILK-12F6F65/2021|OU022158.1|2021-02-19,England/MILK-1285AD3/2021|OU010306.1|2021-02-11,England/MILK-13605EB/2021|OU026536.1|2021-02-24,England/MILK-12F6EFF/2021|OU021480.1|2021-02-19	1461,3335,4999,9541,11296,21302,21304,21305,21727,23191,26270,8603,24865,25437,29685
245713	Germany/un-RKI-I-137117/2021|EPI_ISL_2120574|2021-05-03,Germany/un-RKI-I-087670/2021|EPI_ISL_1724315|2021-04-13	913,1887,3267,4893,11296,14676,14937,18197,18828,21767,23271,28054,28280,28281,28282
245714	Germany/BW-RKI-I-150886/2021|EPI_ISL_2262458|2021-05-12,Germany/BW-RKI-I-149747/2021|EPI_ISL_2261413|2021-04-15	913,1887,3267,4893,11296,14676,14937,18197,18828,21767,23271,28054,28280,28281,28282
245792	Germany/un-RKI-I-041253/2021|EPI_ISL_1348430|2021-03-08,Germany/un-RKI-I-066913/2021|EPI_ISL_1571680|2021-03-26,Germany/un-RKI-I-054747/2021|EPI_ISL_1438316|2021-03-23,Germany/un-RKI-I-059966/2021|EPI_ISL_1565513|2021-03-24,Germany/HH-RKI-I-141656/2021|EPI_ISL_2125306|2021-04-30,Germany/HH-RKI-I-141504/2021|EPI_ISL_2125174|2021-04-30,Germany/un-RKI-I-050106/2021|EPI_ISL_1357532|2021-03-15,Germany/SN-RKI-I-129874/2021|EPI_ISL_2112986|2021-04-25,Germany/un-RKI-I-079261/2021|EPI_ISL_1644048|2021-04-08,Germany/un-RKI-I-069633/2021|EPI_ISL_1573777|2021-03-30	913,1060,2110,2210,5986,6786,6954,11291,11296,13864,14408,14676,15279,16176,16393,17615,20178,21767,23063,23271,23403,27382,27383,27384,27807,27972,28048,28095,28280,28281,28282,28881,28882,28883,28977,1722,3177,9979,18029
245793	Germany/SN-RKI-I-097882/2021|EPI_ISL_1844198|2021-04-08,Germany/un-RKI-I-070682/2021|EPI_ISL_1574780|2021-03-31,Germany/SN-RKI-I-084125/2021|EPI_ISL_1721541|2021-03-30,Germany/un-RKI-I-065883/2021|EPI_ISL_1570974|2021-03-26	913,1060,2110,2210,5986,6786,6954,11291,11296,13864,14408,14676,15279,16176,16393,17615,20178,21767,23063,23271,23403,27382,27383,27384,27807,27972,28048,28095,28280,28281,28282,28881,28882,28883,28977,1722,3177,9979,18029
245806	Germany/un-RKI-I-080737/2021|EPI_ISL_1645249|2021-04-06,Germany/un-RKI-I-035055/2021|EPI_ISL_1280889|2021-03-04	1643,2210,6786,7429,11291,11296,13864,15609,17615,19151,20178,21638,21767,22111,27807,27972,28048,28095,28251,28254
246267	England/RAND-143D328/2021|21-03-20,England/NORW-22B94E/2021|21-01-28,England/RAND-13EB409/2021|21-03-10,England/CAMC-133D49F/2021|21-02-27,England/CAMC-11B519A/2021|OD972845.1|2021-01-29,England/QEUH-138EEFB/2021|21-03-01,England/MILK-13E2F4D/2021|21-03-13,England/MILK-13E2F2F/2021|21-03-13,England/CAMC-11B4E2B/2021|OD972813.1|2021-01-30,England/RAND-1459E25/2021|21-03-22	912,1643,11296,15652,17615,18366,27945,28095,28251,28254
246318	England/MILK-138750C/2021|21-03-03,Switzerland/GE-33552302/2021|EPI_ISL_1372437|2021-03-14,Netherlands/GE-RIVM-18810/2021|EPI_ISL_1369939|2021-02-24,Netherlands/GE-RIVM-20654/2021|EPI_ISL_1456670|2021-03-12,Netherlands/OV-RIVM-20270/2021|EPI_ISL_1456668|2021-03-08,England/QEUH-13E9553/2021|21-03-14,Netherlands/OV-RIVM-31222/2021|EPI_ISL_2093904|2021-04-26,Romania/B-12871/2021|EPI_ISL_2099871|2021-05-04,Scotland/CAMC-14A66B8/2021|21-04-01,England/MILK-11F2D9D/2021|OD969576.1|2021-01-30	11296,14408,14676,15279,16176,23063,23271,23604,23709,24506,24914,27972,28048,28111,28251,28254,28267,28277,28278,28279,28280,28281,28282,28878,28879,28880,28881,28882,28883,28977
246337	England/MILK-14FA372/2021|2021-04-12,England/MILK-1517BEF/2021|21-04-17,England/RAND-13F2250/2021|21-03-15	912,1643,11296,15652,17615,18366,27945,28095,28251,28254
246736	England/CAMC-10A0BFF/2021|OD946128.1|2021-01-18,England/MILK-11EB7F3/2021|OD970854.1|2021-02-02,France/un-HMN-21022040417/2021|EPI_ISL_1085455|2021-02-04,England/QEUH-14C8C45/2021|21-04-03,France/GES-HMN-21042190519/2021|EPI_ISL_1757749|2021-04-13	2270,3216,11288,11291,17615,18452,21008,21770,22413,27038,27039,27040,2510,3755,4255,11507,15278,22208,28706,183,19086,823,5812,8179,14220,15371,23601,11296
246853	France/BFC-IPP05515/2021|EPI_ISL_1554904|2021-03-16,Spain/MD-IBV-98020131/2021|EPI_ISL_1671229|2021-02-15,England/RAND-120EFF1/2021|OD990059.1|2021-01-27	11288,11291,11833,17280,21766,21767,21768,21770,21992,21993,28274,28275,28281
247016	England/CAMC-CF3110/2020|OD919441.1|2020-12-18,England/SGUH-11497/2020|20-12-31	913,1947,3267,5388,5986,6528,6954,7292,8410,9092,9165,10833,11296,11339,11572,12262,14676,15279,16176,16293,17615,18877,22444,22484,23063,23271,23604,23709,23986,24506,24914,25563,26735,27972,28048,28111,28280,28281,28282,28854,28881,28882,28883,28977,29645
247017	England/QEUH-CD0F1F/2020|OD920514.1|2020-12-24,England/QEUH-CCCB30/2020|OD920178.1|2020-12-23	913,1947,3267,5388,5986,6528,6954,7292,8410,9092,9165,10833,11296,11339,11572,12262,14676,15279,16176,16293,17615,18877,22444,22484,23063,23271,23604,23709,23986,24506,24914,25563,26735,27972,28048,28111,28280,28281,28282,28854,28881,28882,28883,28977,29645
247801	England/MILK-102EBDB/2021|OD942799.1|2021-01-10,England/CAMC-DFA084/2020|OD928721.1|2020-12-29,a288|HG998905.1|21-01-02,a1124|HG997011.1|21-01-08,England/CAMC-DED637/2020|OD922330.1|2020-12-29,England/MILK-1151FB4/2021|OD959331.1|2021-01-23,England/OXON-F44EAD/2020|20-12-22	493,5570,9133,22337,24331,27382,27383,27384,27754,28877,28878
247803	a775|HG998696.1|20-12-22,a897|HG997167.1|20-12-22	493,5570,9133,22337,24331,27382,27383,27384,27754,28877,28878
248308	England/MILK-E0B7B7/2020|OD926927.1|2020-12-29,England/MILK-12068C1/2021|OD981197.1|2021-02-01,England/TFCI-270057D/2020|20-12-31,England/CAMC-10BEBEF/2021|OD948302.1|2021-01-19,Germany/RP-RKI-I-084561/2021|EPI_ISL_1721922|2021-04-07,England/ALDP-DCB15C/2020|OD928854.1|2020-12-31,England/MILK-ECD942/2021|OD931733.1|2021-01-04	8603,11291,12130,17615,22237,25437,27881,27882,27883
248312	England/CAMC-12C9DDA/2021|OU012777.1|2021-02-18,England/CAMC-12C9F98/2021|OU013013.1|2021-02-18,England/CAMC-12D4677/2021|OU019735.1|2021-02-19	8603,11291,12130,17615,22237,25437,27881,27882,27883
248711	England/OXON-F4C133/2020|20-12-30,England/CAMC-D36927/2020|OD923517.1|2020-12-26,England/MILK-124ABC8/2021|OD980128.1|2021-02-04,SriLanka/NR5/2021|EPI_ISL_1717098|2021-01-22,England/MILK-C7AD86/2020|OD912733.1|2020-12-15,England/MILK-11659CE/2021|OD955027.1|2021-01-23,England/CAMC-D0265A/2020|OD919580.1|2020-12-21,England/CAMC-CFD987/2020|OD919537.1|2020-12-21,England/CAMC-D36FF8/2020|OD923193.1|2020-12-26,England/ALDP-E2DF02/2021|OD928026.1|2021-01-01	8603,11296,17615,21302,21304,21305,24865,25437,29685,1461,3335,4999,9541,21727,23191,26270
248717	England/CAMC-CFDA48/2020|OD919805.1|2020-12-21,England/OXON-F5EC3D/2021|21-01-26,England/MILK-11DF516/2021|21-02-01,England/MILK-1256859/2021|21-02-03,England/MILK-124A524/2021|OD980110.1|2021-02-04	1461,3335,4999,8603,9541,21302,21304,21305,21727,23191,24865,25437,26270,29685,11296,17615
249341	England/LOND-12EC5CA/2021|21-01-15,England/ALDP-119F187/2021|OD967536.1|2021-01-27,England/MILK-E027FC/2020|OD926725.1|2020-12-29,England/ALDP-1198EC3/2021|OD987639.1|2021-01-26,England/MILK-11785D3/2021|OD972321.1|2021-01-11,England/ARCH-000042A11/2021|21-02-01,England/LOND-12DC800/2021|21-01-16,England/QEUH-1033836/2021|21-01-14,England/QEUH-1033B2E/2021|21-01-15,England/MILK-E7E913/2021|OD928492.1|2021-01-02	4900,8603,9430,12162,13423,13424,13425,15720,21137,25135,25437,25731
249342	England/PHEC-2FDC3D/2021|21-01-12,England/205341269/2020|EPI_ISL_860644|2020-12-29,England/PHEC-15496B/2020|20-12-30	4900,8603,9430,12162,13423,13424,13425,15720,21137,25135,25437,25731
249628	Switzerland/SO-ETHZ-550963/2020|EPI_ISL_1598024|2021-03-20,Switzerland/SO-ETHZ-550959/2020|EPI_ISL_1597902|2021-03-20	204,445,913,3267,4963,5388,5986,6286,6954,8047,11296,14676,15279,16075,16176,16242,17615,21255,22227,23063,23271,23604,23709,24433,24506,24914,25437,26801,27020,27944,27972,28048,28111,28280,28281,28282,28881,28882,28883,28932,28977,29645
250383	England/PHWC-PYRKDQ/2021|21-04-20,England/PHWC-PYRRXH/2021|21-04-19	3811,8603,11296,17615,21178,22020,25437,26520,27131,28251,28254,28267,28277,28278,28279,28280,28281,28282,28877,28878,28879,28880,28881,28882,28883,28977,1385,16092,23608,25461,28095
251012	USA/NJ-CDC-IBX974448962901/2021|MZ010591.1|21-03-17,USA/NJ-CDC-22519098/2021|MW842351.1|21-02-24,USA/NJ-CDC-IBX451985007337/2021|MZ012020.1|21-03-24,USA/NJ-CDC-LC0036144/2021|MZ000585.1|2021-03-26,USA/NJ-CDC-ASC210043317/2021|MZ076196.1|2021-04-02,USA/NJ-CDC-IBX251519721519/2021|MZ192561.1|2021-05-03,USA/MA-CDCBI-MGH_04403/2021|MZ160323.1|21-04-17,USA/FL-CDC-STM-000025841/2021|MW963726.1|21-02-26,Slovakia/UVZ_PL9_A12_8065/2021|EPI_ISL_1599273|2021-04-03,USA/VT-CDCBI-CRSP_01780/2021|MW892382.1|21-03-17	913,2485,3106,3267,4002,5388,5950,5986,6954,8603,10097,11288,11291,11296,13536,14676,15279,16176,17615,18550,19164,19732,23063,23604,23709,23731,24506,24914,25437,26787,27972,28048,28111,28280,28281,28282,28977,29403,29466
251282	USA/NY-Wadsworth-21044120-01/2021|EPI_ISL_1756341|2021-04-12,USA/MA-CDC-LC0040059/2021|MZ036017.1|2021-04-02,USA/NY-CDC-LC0041190/2021|MZ036908.1|2021-04-07,USA/FL-CDC-FG-028889/2021|MZ154828.1|21-04-26,USA/FL-CDC-QDX24365360/2021|MZ216919.1|2021-04-26,USA/TN-CDC-ASC210042613/2021|MZ074421.1|2021-04-01,USA/FL-CDC-QDX23269446/2021|MW906451.1|21-03-24,USA/PA-CDC-LC0046926/2021|MZ071360.1|2021-04-14,England/MILK-1567342/2021|21-05-06,USA/FL-CDC-ASC210060552/2021|MZ281703.1|2021-05-07	3485,4832,8603,11288,11291,11296,14220,17304,17615,18550,19164,21770,22226,24163,25437,25844,26787,27297,28881,28882,28883,29466,29545
251295	USA/MD-CDC-LC0058501/2021|MZ253679.1|2021-05-05,USA/IL-CDC-LC0058441/2021|MZ253673.1|2021-05-05	3485,4832,8603,11288,11291,11296,14220,17304,17615,18550,19164,21770,22226,24163,25437,25844,26787,27297,28881,28882,28883,29466,29545
251366	USA/MD-CDC-LC0037646/2021|MZ001961.1|2021-03-31	913,2485,3106,3267,4002,5388,5950,5986,6954,8603,10097,11288,11291,11296,13536,14676,15279,16176,17615,18550,19164,19732,23063,23604,23709,23731,24506,24914,25437,26787,27972,28048,28111,28280,28281,28282,28977,29403,29466
251389	Poland/WGS-CoV-PZH-UMB-0957/2021|EPI_ISL_2003022|2021-04-19,Thailand/CU-492/2020|EPI_ISL_1346626|2020-12-21,Netherlands/NH-RIVM-25272/2021|EPI_ISL_1703529|2021-03-27,Poland/PL_P354/2021|EPI_ISL_1378910|2021-02-27,Poland/PL_P844/2021|EPI_ISL_1406383|2021-03-11	5944,8603,11288,11289,11291,11296,15096,17615,25437,25906,28095,28884,29149
251448	Germany/NW-RKI-I-060449/2021|EPI_ISL_1565964|2021-03-19,Germany/NW-RKI-I-081834/2021|EPI_ISL_1646886|2021-03-25,Germany/NW-RKI-I-075779/2021|EPI_ISL_1641547|2021-04-08,Germany/NW-RKI-I-082324/2021|EPI_ISL_1719975|2021-03-08,Germany/NW-RKI-I-095584/2021|EPI_ISL_1729794|2021-03-30,Germany/NW-RKI-I-060424/2021|EPI_ISL_1565939|2021-03-19,Germany/NW-RKI-I-082380/2021|EPI_ISL_1720030|2021-03-18,Germany/NW-RKI-I-056387/2021|EPI_ISL_1440002|2021-03-17,Germany/NW-RKI-I-095690/2021|EPI_ISL_1729897|2021-03-29,Germany/NW-RKI-I-082346/2021|EPI_ISL_1719997|2021-03-19	936,2092,3267,5388,8344,8603,11296,12049,15279,16176,17615,24506,24784,25437,28048,28881,28882,28883,11288,11291,15096,1883,2847,21770,3933,11750
251451	Germany/NW-RKI-I-082468/2021|EPI_ISL_1720111|2021-03-18,Germany/NW-RKI-I-082529/2021|EPI_ISL_1720171|2021-03-25	936,2092,3267,5388,8344,8603,11296,12049,15279,16176,17615,24506,24784,25437,28048,28881,28882,28883,11288,11291,15096,1883,2847,21770,3933,11750
251507	Germany/NW-RKI-I-134587/2021|EPI_ISL_2116777|2021-04-30,Germany/NI-RKI-I-038288/2021|EPI_ISL_1284649|2021-03-02,Germany/SN-RKI-I-097118/2021|EPI_ISL_1843489|2021-04-08,Germany/HB-RKI-I-038235/2021|EPI_ISL_1284596|2021-03-05,Germany/NW-RKI-I-156563/2021|EPI_ISL_2267001|2021-05-15,Germany/HB-RKI-I-083862/2021|EPI_ISL_1721313|2021-04-02,Germany/HH-RKI-I-038256/2021|EPI_ISL_1284617|2021-03-05,Germany/NI-RKI-I-038219/2021|EPI_ISL_1284580|2021-03-02,Germany/HH-RKI-I-058727/2021|EPI_ISL_1442570|2021-03-19,Germany/NI-RKI-I-038418/2021|EPI_ISL_1284779|2021-03-02	1304,2847,8603,11296,17615,21855,23638,25437,29719,29769,29771,29773,29776,29780,3559,5944,15096,19524,21616,21786,21974,23506,25797,28095,28314,28884,29614,29775,29782
251510	Germany/SN-RKI-I-068097/2021|EPI_ISL_1572526|2021-03-11,Germany/SN-RKI-I-068098/2021|EPI_ISL_1572527|2021-03-10	1304,2847,8603,11296,17615,21855,23638,25437,29719,29769,29771,29775,29776,29780,29773,3559,5944,15096,19524,21616,21786,21974,23506,25797,28095,28314,28884,29614,29782,3461,9967,11291,11619,27630,29785,13762,23587,25273,29249,29772,29779,29781,29788,29789,29791,29792,29793,29796,29797,29800,2710,3625,3817,5621,5927
251779	Germany/NI-RKI-I-035529/2021|EPI_ISL_1281363|2021-03-08,Germany/NW-RKI-I-044137/2021|EPI_ISL_1351325|2021-03-11,Germany/BE-RKI-I-052035/2021|EPI_ISL_1435314|2021-03-19,Germany/NI-RKI-I-035363/2021|EPI_ISL_1281197|2021-02-23	1883,2847,3267,5388,8603,11296,15279,16176,17615,21770,24506,25437,28048,28881,28882,28883,11288,11291,15096,936,2092,8344,12049,24784
251788	Germany/NI-RKI-I-068539/2021|EPI_ISL_1572947|2021-03-31	936,1883,2092,2847,8344,12049,21770,24784,28881,28882,28883,3267,5388,8603,11296,15279,16176,17615,24506,25437,28048,11288,11291,15096
251867	USA/NY-PRL-2021_02_19_00C02/2021|EPI_ISL_1097899|2021-02-15,USA/NY-PRL-2021_02_26_00E08/2021|EPI_ISL_1172151|2021-02-24	913,3267,14676,15279,16176,23271,28280,28281,28282,28881,28882,28883,28977,5388,6954,11296,23604,24506,24914,25437
251994	USA/NJ-CDC-LC0036764/2021|MZ001149.1|2021-03-23	493,1722,3177,5570,8603,9133,9979,11296,17615,18029,22337,25437,27382,27383,27384,24331,27754,28877,28878
251995	USA/NY-PRL-0510_01F05/2021|EPI_ISL_2106359|2021-05-06,USA/NY-PRL-2021_0426_02C18/2021|EPI_ISL_1828205|2021-04-24	493,5570,9133,22337,24331,27382,27383,27384,27754,28877,28878,1722,3177,8603,9979,11296,17615,18029,25437
252349	USA/MA-MASPHL-02300/2021|MW893901.1|21-03-04,USA/MA-CDC-IBX861677044879/2021|MZ193000.1|2021-04-26,USA/NY-Wadsworth-21052112-01/2021|EPI_ISL_2098655|2021-04-29,USA/NY-Wadsworth-21038074-01/2021|EPI_ISL_1582364|2021-03-25,USA/NY-Wadsworth-21035059-01/2021|EPI_ISL_1624406|2021-03-18,USA/NY-CDC-22443405/2021|MW803579.1|21-02-22,USA/MA-CDC-22630910/2021|MW841809.1|21-03-04,USA/NY-CDC-ASC210062397/2021|MZ245082.1|2021-05-11,USA/NY-Wadsworth-21032526-01/2021|EPI_ISL_1465666|2021-03-16,USA/MA-CDC-QDX23007905/2021|MW904554.1|21-03-14	2334,8603,11296,14676,15279,16293,17615,18555,21993,23709,23756,24506,25437,27972,28048,28111,28280,28281,28282
252420	USA/NH-CDCBI-CRSP_WC3HR7ENLU3VBMMR/2021|EPI_ISL_2312440|2021-05-20,USA/VT-CDCBI-CRSP_H6LQSAN2RL4DFCZG/2021|EPI_ISL_2312463|2021-05-20	913,1431,2334,3267,4916,4990,6954,8603,11296,14178,14676,15279,16293,17615,18555,21801,21985,22917,23063,23271,23604,23709,24138,24410,24506,24914,25413,25437,25517,25563,25703,27925,27972,28044,28048,28111,28280,28281,28282
252592	USA/PA-CDC-STM-000044764/2021|EPI_ISL_1581411|2021-03-28,USA/MA-MASPHL-03282/2021|MZ170111.1|21-02-17,USA/MA-CDC-22058100/2021|MW773576.1|21-02-15,USA/PA-CDC-STM-000046387/2021|MW932667.1|21-03-29,USA/PA-MGEL-01975/2021|EPI_ISL_1732414|2021-03-24,USA/NY-CDC-LC0041713/2021|MZ037545.1|2021-04-02,USA/MA-MASPHL-03275/2021|MZ170104.1|2021-02-16,USA/PA-MGEL-02068/2021|EPI_ISL_1732433|2021-03-26,USA/NY-CDC-ASC210070408/2021|MZ214380.1|2021-04-13,USA/PA-CDC-STM-000043983/2021|EPI_ISL_1581519|2021-03-25	2334,3990,7299,8603,11291,13920,15096,17615,18555,21530,21534,21535,21536,25437,26606,28095,28877,28878
252612	USA/UNKNOWN-UW-21041461635/2021|MZ239413.1|2021-04-14,USA/UNKNOWN-UW-21041488404/2021|MZ239412.1|2021-04-14,USA/UNKNOWN-UW-21041476790/2021|MZ239415.1|2021-04-14	2334,3990,7299,8603,11291,13920,15096,17615,18555,21530,21534,21535,21536,25437,26606,28095,28877,28878
252725	Belgium/UZA-UA-47899406/2021|EPI_ISL_1171471|2021-02-15,Belgium/UGent-4773/2021|EPI_ISL_1689709|2021-03-29,Belgium/UGent-2462/2021|EPI_ISL_1273151|2021-02-23,Belgium/UZA-UA-CV1002196320/2021|EPI_ISL_1379890|2021-03-08,Belgium/UZA-UA-47856253/2021|EPI_ISL_1443683|2021-03-17,Belgium/UZA-UA-CV2006723771/2021|EPI_ISL_1498277|2021-03-20,Belgium/rega-1963/2021|EPI_ISL_896452|2021-01-14,Belgium/UZA-UA-47429175/2021|EPI_ISL_1381267|2021-03-11,Belgium/UZA-UA-CV2065247915/2021|EPI_ISL_1379938|2021-03-10,Belgium/UZA-UA-CV2068189439/2021|EPI_ISL_1259226|2021-03-08	8603,8683,11296,14676,16176,17615,23271,23386,24023,24506,24914,25437,27972,28048,28111,28280,28281,28282
252740	Belgium/UZA-UA-0958/2021|EPI_ISL_888823|2021-01-20,Belgium/UZA-UA-2525/2021|EPI_ISL_984617|2021-02-01,Belgium/UZA-UA-2522/2021|EPI_ISL_985040|2021-02-02,Belgium/UZA-UA-CV2057657764/2021|EPI_ISL_1337456|2021-03-15,Belgium/UZA-UA-24898986/2021|EPI_ISL_1337449|2021-03-01	8603,8683,11296,23386,24023,28280,28281,28282,913,5388,5986,6954,10323,15279,16176,17615,21801,23271,23604,23664,23709,24506,24914,25437,27972,28048,28111,3267,14676,28095,8809,21993,23063,24432,25517,25563,27925,21846,22320,9867,16500,20262
252741	Belgium/UZA-UA-47756324/2021|EPI_ISL_1171466|2021-02-18	8603,8683,11296,23386,24023,28280,28281,28282,14676,16176,17615,23271,24506,24914,25437,27972,28048,28111,913,5388,5986,6954,10323,15279,21801,23604,23664,23709,3267,28095,8809,21993,23063,24432,25517,25563,27925,21846,22320,9867,16500,20262
252857	France/CERBAHC-20211018-95/2021|EPI_ISL_861715|2021-01-07,Switzerland/GEN3445/2021|EPI_ISL_1370395|2021-02-24,Ireland/LD-NVRL-83IRL12263/2021|EPI_ISL_911245|2021-01-11	913,1059,2110,6954,8603,14120,14676,15279,17615,23063,23271,23604,24914,25437,25517,25563,26110,28095,28881,28882,28883,28975,28977
252969	USA/CT-CDC-QDX22754242/2021|MW864970.1|21-03-08,USA/NJ-PHEL-21-12088/2021|EPI_ISL_1969057|2021-04-25,USA/NY-Wadsworth-21036010-01/2021|EPI_ISL_1482429|2021-03-22,Argentina/PAIS-A0500/2021|EPI_ISL_2007487|2021-02-28,USA/NY-Wadsworth-21031358-01/2021|EPI_ISL_1398107|2021-03-09,USA/NY-NYULH432/2021|EPI_ISL_1116484|2021-02-16,USA/WA-S5760/2021|EPI_ISL_1586987|2021-03-04,USA/WA-UW-66226/2021|EPI_ISL_1405253|2021-03-05,USA/WA-S5760/2021|MW932009.1|21-03-04,USA/WA-UW-66140/2021|EPI_ISL_1405220|2021-03-03	405,6352,6954,8603,14676,15279,23709,24506,25437,27972,28048,28111,28280,28281,28282
252978	USA/OH-CDC-LC0042032/2021|MZ037718.1|2021-04-01,USA/NJ-CDC-LC0042435/2021|MZ038036.1|2021-04-02	405,6352,6954,8603,14676,15279,23709,24506,25437,27972,28048,28111,28280,28281,28282
253145	Spain/CT-HUVH-12858/2021|EPI_ISL_1064000|2021-02-08	3267,5388,6954,11296,14676,15279,16176,23604,24506,24914,25437
253146	France/cov-100001874279/2021|OD986760.1|2021-03-12	913,3267,5986,6954,16176,25563,14676,15279,23063,23271,23604,23709,24506,27972,28048,28111,5388,28095,28280,28281,28282,28884,24914
253147	France/cov-100001875395/2021|OD986785.1|2021-03-12	5986,6954,10323,14676,15096,15279,17999,19803,22813,23063,23271,23604,25546,25563,26456,28209,28254,29706,913,3267,24914,28111,28280,28281,28282,16176,24506,27972,28048,23709,5388,28095,28884
253148	India/TG-CCMB-BO845/2021|EPI_ISL_1838885|2021-04-12,Germany/NI-RKI-I-083512/2021|EPI_ISL_1720997|2021-04-13	5388,5986,6954,14408,23403,23709,27972,28048,28111,28280,28281,28282,28881,28882,28883,14676,15279,23063,23604,24506,24914
253156	Denmark/DCGC-53317/2021|EPI_ISL_1861371|2021-01-11,France/BFC-IPP00709/2021|EPI_ISL_872204|2021-01-03	829,6954,7767,8047,12988,14697,15279,15598,17104,18176,22127,23063,23876,24910,28977
253166	England/QEUH-D95E45/2020|OD922568.1|2020-12-30,England/MILK-10D6B3C/2021|OD948968.1|2021-01-19	7919,8603,9803,11291,11296,19276,25437,25570,26936,27382,27383,27384,493,5570,9133,22337
253267	France/HDF-100002804956/2021|EPI_ISL_2095372|2021-05-10,France/cov-100001860863/2021|OD986681.1|2021-03-12	913,3267,14676,15279,16176,23271,28280,28281,28282,28881,28882,28883,28977,5388,6954,11296,23604,24506,24914,25437,241,8603,12162,15720,21137,25135,28111
253319	USA/KY-CDC-ASC210052055/2021|MZ085215.1|2021-04-08,USA/KY-BW-0022/2021|EPI_ISL_2273113|2021-04-07,USA/KY-CDC-ASC210068883/2021|MZ213254.1|2021-04-13,USA/KY-CDC-ASC210038492/2021|MW991249.1|21-03-31,USA/KY-CDC-LC0046090/2021|MZ070852.1|2021-04-08,USA/KY-CDC-ASC210055964/2021|MZ212430.1|2021-04-11,USA/KY-CDC-ASC210058952/2021|MZ281443.1|2021-05-04,USA/KY-CDC-LC0041716/2021|MZ037586.1|2021-04-03,USA/IN-INSPHL-01039/2021|EPI_ISL_1841028|2021-04-15,USA/KY-CDC-LC0036565/2021|MZ001215.1|2021-03-27	3267,4009,5388,5986,6101,6954,7201,8603,8809,8890,12521,14676,15279,17615,23063,23271,23604,23709,24095,24432,24506,24914,25340,25437,25517,25563,27739,27925,27972,28048,28111,28280,28281,28282,28311,28697,5284,11291,11296,12295,14658,17679,23948,25677,26526,28881,28882,28883
253326	USA/KY-CDC-ASC210038459/2021|MW991221.1|21-03-31	3267,4009,5388,5986,6101,6954,7201,8603,8809,8890,12521,14676,15279,17615,23063,23271,23604,23709,24095,24432,24506,24914,25340,25437,25517,25563,27739,27925,27972,28048,28111,28280,28281,28282,28311,28697,5284,11291,11296,12295,14658,17679,23948,25677,26526,28881,28882,28883
253400	England/QEUH-14B39DD/2021|21-03-30,England/CAMC-13B68CF/2021|21-03-07,Germany/HH-RKI-I-092622/2021|EPI_ISL_1727110|2021-04-15,England/MILK-1321917/2021|21-02-21,England/SGUH-10735/2021|21-01-02,England/MILK-E0B69C/2020|OD926899.1|2020-12-28,Japan/IC-0945/2021|EPI_ISL_1926933|2021-03-28,England/CAMC-1484B57/2021|21-03-23,England/MILK-F72F3A/2021|OD960287.1|2021-01-05,England/CAMC-144B3BE/2021|21-03-21	1142,5467,8603,11296,21993,25437,28233,28238,28239,28240,28242,28245,28251,28254
253825	England/ALDP-106A9D9/2021|OD979311.1|2021-01-15,England/MILK-FCF086/2021|OD937618.1|2021-01-11,England/ARCH-000042B12/2021|21-02-01	3625,3817,4927,5621,5944,6196,7945,8603,11291,11296,15096,17615,18803,19386,21058,21077,28095,28884,29769,29771,29772,29773,29774,29775,29776,29777,29779,29784,29785,29786,29787,29791,29792,29793,29796,29799,29800
253858	England/CAMC-12A7CC6/2021|OD994542.1|2021-02-15,England/CAMC-132879E/2021|OU027918.1|2021-02-17,England/RAND-143296D/2021|21-02-25,England/CAMC-139BDFE/2021|21-03-02,England/RAND-1313FBC/2021|21-02-16	1598,3403,6196,8603,11291,11296,13860,17615,21077,21302,21304,21305,29200
253862	England/MILK-131B172/2021|21-02-22,England/MILK-13A2996/2021|21-03-05,England/MILK-13A2556/2021|21-03-05,England/MILK-13A286C/2021|21-03-05,England/CAMC-1348965/2021|21-02-25,England/CAMC-134872F/2021|21-02-25,England/MILK-13300D4/2021|OU025347.1|2021-02-24,England/MILK-132FEFC/2021|OU025249.1|2021-02-24	1598,3403,6196,8603,11291,11296,13860,17615,21077,21302,21304,21305,29200
